OBD_No,OBD_Date,Goods_Issue_Time,Pick_Time,Pick_Date
10986174,03-01-2023,0 days 17:15:00,0 days 17:45:00,05-01-2023
10986492,19-01-2023,0 days 10:45:00,0 days 13:30:00,19-01-2023
10989199,23-05-2024,0 days 11:15:00,0 days 13:15:00,24-05-2024
10990439,,0 days 00:00:00,0 days 00:00:00,
10992437,20-01-2023,0 days 11:30:00,0 days 11:45:00,21-01-2023
10994315,14-06-2023,0 days 12:00:00,0 days 13:30:00,14-06-2023
10995926,23-02-2024,0 days 17:15:00,0 days 15:00:00,25-02-2024
10996386,08-03-2022,0 days 14:00:00,0 days 09:30:00,08-03-2022
10998046,03-09-2023,0 days 14:15:00,0 days 13:00:00,04-09-2023
10998405,29-10-2022,0 days 12:15:00,0 days 14:15:00,29-10-2022
10998547,15-03-2022,0 days 16:15:00,0 days 14:15:00,15-03-2022
10999023,,0 days 00:00:00,0 days 00:00:00,
10999266,,0 days 00:00:00,0 days 00:00:00,
11016358,06-12-2024,0 days 15:15:00,0 days 00:00:00,
11020367,22-10-2024,0 days 12:45:00,0 days 11:00:00,24-10-2024
11020743,25-01-2024,0 days 09:15:00,0 days 15:30:00,26-01-2024
11023114,,0 days 00:00:00,0 days 00:00:00,
11026216,,0 days 00:00:00,0 days 00:00:00,
11027542,09-09-2024,0 days 09:00:00,0 days 10:15:00,11-09-2024
11030344,13-02-2022,0 days 11:30:00,0 days 16:15:00,14-02-2022
11030568,,0 days 00:00:00,0 days 00:00:00,
11031743,05-06-2022,0 days 11:15:00,0 days 15:30:00,05-06-2022
11032014,,0 days 00:00:00,0 days 00:00:00,
11033963,29-10-2022,0 days 09:30:00,0 days 17:30:00,31-10-2022
11037500,,0 days 00:00:00,0 days 00:00:00,
11040697,07-07-2023,0 days 14:30:00,0 days 15:00:00,09-07-2023
11044012,29-08-2024,0 days 13:15:00,0 days 16:00:00,30-08-2024
11044013,12-11-2022,0 days 09:15:00,0 days 09:45:00,14-11-2022
11044716,18-07-2022,0 days 15:45:00,0 days 11:00:00,20-07-2022
11045104,,0 days 00:00:00,0 days 00:00:00,
11045129,,0 days 00:00:00,0 days 00:00:00,
11047114,01-06-2022,0 days 11:00:00,0 days 11:45:00,03-06-2022
11049999,16-05-2022,0 days 09:45:00,0 days 15:30:00,18-05-2022
11051570,,0 days 00:00:00,0 days 00:00:00,
11052488,02-03-2023,0 days 09:30:00,0 days 00:00:00,
11055199,19-02-2022,0 days 17:30:00,0 days 10:30:00,20-02-2022
11056294,27-01-2022,0 days 14:45:00,0 days 15:45:00,29-01-2022
11056868,22-04-2023,0 days 14:15:00,0 days 14:45:00,22-04-2023
11060092,22-09-2023,0 days 11:30:00,0 days 14:30:00,24-09-2023
11060515,31-03-2022,0 days 13:45:00,0 days 12:15:00,02-04-2022
11060619,11-04-2023,0 days 14:00:00,0 days 17:45:00,11-04-2023
11063355,12-03-2023,0 days 15:45:00,0 days 17:15:00,13-03-2023
11067974,01-10-2023,0 days 10:00:00,0 days 12:30:00,02-10-2023
11069604,04-08-2023,0 days 14:00:00,0 days 16:45:00,05-08-2023
11070533,,0 days 00:00:00,0 days 00:00:00,
11071642,10-07-2022,0 days 16:00:00,0 days 17:00:00,10-07-2022
11072192,14-01-2022,0 days 11:00:00,0 days 15:45:00,14-01-2022
11075142,01-03-2023,0 days 13:45:00,0 days 14:30:00,02-03-2023
11080445,,0 days 00:00:00,0 days 00:00:00,
11084726,18-04-2023,0 days 11:45:00,0 days 11:30:00,18-04-2023
11088057,28-09-2022,0 days 16:00:00,0 days 09:30:00,29-09-2022
11089156,02-03-2023,0 days 17:45:00,0 days 09:15:00,03-03-2023
11089461,12-11-2023,0 days 17:15:00,0 days 11:30:00,13-11-2023
11095361,24-12-2023,0 days 10:45:00,0 days 13:30:00,25-12-2023
11102539,21-03-2023,0 days 14:00:00,0 days 13:00:00,23-03-2023
11107926,29-01-2024,0 days 16:45:00,0 days 17:15:00,30-01-2024
11112124,,0 days 00:00:00,0 days 00:00:00,
11116303,08-03-2023,0 days 10:45:00,0 days 12:45:00,10-03-2023
11118688,,0 days 00:00:00,0 days 00:00:00,
11119640,09-07-2023,0 days 14:00:00,0 days 00:00:00,
11121897,25-05-2023,0 days 13:45:00,0 days 00:00:00,
11125006,31-08-2023,0 days 16:00:00,0 days 12:30:00,31-08-2023
11125829,15-03-2022,0 days 09:45:00,0 days 14:00:00,17-03-2022
11126501,11-03-2022,0 days 10:15:00,0 days 12:15:00,11-03-2022
11127403,21-11-2023,0 days 14:15:00,0 days 17:00:00,22-11-2023
11131286,05-02-2022,0 days 11:00:00,0 days 14:45:00,06-02-2022
11131880,19-04-2022,0 days 17:45:00,0 days 09:30:00,19-04-2022
11132241,29-09-2022,0 days 11:30:00,0 days 10:45:00,29-09-2022
11132274,,0 days 00:00:00,0 days 00:00:00,
11137010,19-09-2023,0 days 12:45:00,0 days 00:00:00,
11137651,27-10-2023,0 days 17:45:00,0 days 14:30:00,28-10-2023
11139490,27-05-2023,0 days 17:15:00,0 days 00:00:00,
11144001,23-02-2023,0 days 15:45:00,0 days 14:00:00,23-02-2023
11145397,13-01-2023,0 days 13:30:00,0 days 10:45:00,13-01-2023
11151943,,0 days 00:00:00,0 days 00:00:00,
11156974,28-05-2022,0 days 09:00:00,0 days 11:15:00,30-05-2022
11161238,22-09-2024,0 days 12:45:00,0 days 00:00:00,
11163490,09-09-2023,0 days 15:15:00,0 days 00:00:00,
11164091,,0 days 00:00:00,0 days 00:00:00,
11164601,20-02-2023,0 days 16:00:00,0 days 12:45:00,20-02-2023
11171326,29-06-2022,0 days 11:00:00,0 days 17:15:00,30-06-2022
11173352,25-01-2022,0 days 13:45:00,0 days 10:30:00,26-01-2022
11174271,14-02-2022,0 days 13:00:00,0 days 15:00:00,14-02-2022
11185755,04-02-2023,0 days 12:00:00,0 days 13:45:00,06-02-2023
11188832,,0 days 00:00:00,0 days 00:00:00,
11190605,22-02-2024,0 days 13:45:00,0 days 00:00:00,
11194267,24-08-2023,0 days 14:45:00,0 days 13:45:00,26-08-2023
11194876,21-04-2023,0 days 14:45:00,0 days 10:00:00,22-04-2023
11198544,13-08-2022,0 days 14:30:00,0 days 11:00:00,14-08-2022
11201814,09-11-2022,0 days 12:45:00,0 days 09:45:00,11-11-2022
11205484,22-12-2023,0 days 14:30:00,0 days 12:30:00,23-12-2023
11206222,29-05-2022,0 days 14:00:00,0 days 10:45:00,31-05-2022
11213005,31-03-2022,0 days 13:45:00,0 days 14:45:00,31-03-2022
11214619,24-11-2023,0 days 11:15:00,0 days 14:00:00,25-11-2023
11214840,11-03-2023,0 days 09:15:00,0 days 15:30:00,12-03-2023
11215337,19-11-2023,0 days 16:45:00,0 days 00:00:00,
11218037,05-01-2023,0 days 15:00:00,0 days 16:15:00,07-01-2023
11224073,25-06-2023,0 days 15:15:00,0 days 10:30:00,26-06-2023
11225756,03-09-2022,0 days 16:15:00,0 days 13:45:00,05-09-2022
11226946,05-03-2022,0 days 10:15:00,0 days 16:45:00,07-03-2022
11228331,07-01-2023,0 days 14:00:00,0 days 16:15:00,08-01-2023
11228910,03-09-2023,0 days 17:00:00,0 days 00:00:00,
11233262,09-02-2022,0 days 11:15:00,0 days 14:45:00,09-02-2022
11242605,28-01-2024,0 days 16:45:00,0 days 00:00:00,
11250812,03-10-2023,0 days 14:15:00,0 days 00:00:00,
11252471,21-08-2023,0 days 10:45:00,0 days 13:15:00,22-08-2023
11256721,23-09-2023,0 days 10:45:00,0 days 00:00:00,
11256772,06-03-2023,0 days 16:30:00,0 days 13:00:00,06-03-2023
11261132,01-08-2022,0 days 12:45:00,0 days 17:15:00,03-08-2022
11263412,10-03-2022,0 days 14:15:00,0 days 17:30:00,10-03-2022
11272889,12-07-2022,0 days 16:30:00,0 days 13:00:00,13-07-2022
11276083,15-09-2022,0 days 11:30:00,0 days 12:00:00,16-09-2022
11279127,16-01-2024,0 days 11:15:00,0 days 00:00:00,
11281676,06-02-2024,0 days 14:15:00,0 days 00:00:00,
11284289,17-07-2023,0 days 14:45:00,0 days 12:30:00,18-07-2023
11288662,06-07-2022,0 days 10:30:00,0 days 11:45:00,08-07-2022
11289419,,0 days 00:00:00,0 days 00:00:00,
11289755,17-05-2023,0 days 15:00:00,0 days 00:00:00,
11292015,08-05-2022,0 days 13:00:00,0 days 14:30:00,09-05-2022
11292919,30-07-2022,0 days 10:00:00,0 days 09:15:00,01-08-2022
11294562,31-05-2023,0 days 09:00:00,0 days 10:30:00,02-06-2023
11294689,20-03-2023,0 days 14:30:00,0 days 10:45:00,21-03-2023
11297922,,0 days 00:00:00,0 days 00:00:00,
11299765,07-09-2023,0 days 12:30:00,0 days 17:30:00,07-09-2023
11302885,24-11-2023,0 days 10:45:00,0 days 00:00:00,
11305024,,0 days 00:00:00,0 days 00:00:00,
11305716,16-01-2024,0 days 13:15:00,0 days 11:30:00,18-01-2024
11305758,10-06-2023,0 days 15:15:00,0 days 13:00:00,11-06-2023
11306363,29-03-2022,0 days 15:15:00,0 days 15:00:00,30-03-2022
11309231,,0 days 00:00:00,0 days 00:00:00,
11311788,23-10-2022,0 days 09:30:00,0 days 15:15:00,23-10-2022
11315779,,0 days 00:00:00,0 days 00:00:00,
11316102,29-04-2024,0 days 14:30:00,0 days 16:00:00,01-05-2024
11316382,,0 days 00:00:00,0 days 00:00:00,
11316844,12-03-2022,0 days 11:45:00,0 days 12:45:00,13-03-2022
11318177,21-10-2023,0 days 16:30:00,0 days 00:00:00,
11322863,19-05-2023,0 days 09:00:00,0 days 00:00:00,
11323075,,0 days 00:00:00,0 days 00:00:00,
11325577,01-02-2024,0 days 09:15:00,0 days 00:00:00,
11327397,,0 days 00:00:00,0 days 00:00:00,
11332984,17-02-2022,0 days 17:45:00,0 days 14:30:00,18-02-2022
11335293,22-04-2022,0 days 13:30:00,0 days 15:00:00,22-04-2022
11336919,25-01-2023,0 days 14:30:00,0 days 16:00:00,27-01-2023
11344828,30-01-2023,0 days 17:45:00,0 days 10:30:00,01-02-2023
11347669,02-04-2023,0 days 12:30:00,0 days 13:45:00,02-04-2023
11351266,08-06-2023,0 days 17:00:00,0 days 00:00:00,
11353038,10-09-2024,0 days 13:15:00,0 days 00:00:00,
11356820,03-05-2022,0 days 15:15:00,0 days 09:30:00,03-05-2022
11365118,19-11-2022,0 days 15:00:00,0 days 14:15:00,19-11-2022
11370078,06-12-2023,0 days 09:30:00,0 days 17:45:00,06-12-2023
11371557,08-08-2022,0 days 15:15:00,0 days 15:45:00,08-08-2022
11373974,15-08-2023,0 days 17:30:00,0 days 00:00:00,
11379178,30-11-2023,0 days 16:30:00,0 days 00:00:00,
11383889,08-09-2024,0 days 11:30:00,0 days 09:45:00,10-09-2024
11389244,12-02-2024,0 days 15:00:00,0 days 14:30:00,14-02-2024
11395895,,0 days 00:00:00,0 days 00:00:00,
11397034,26-02-2023,0 days 16:45:00,0 days 11:30:00,27-02-2023
11398806,24-11-2023,0 days 12:45:00,0 days 13:00:00,25-11-2023
11400593,05-06-2022,0 days 17:45:00,0 days 17:15:00,07-06-2022
11401982,08-11-2023,0 days 11:00:00,0 days 00:00:00,
11404325,,0 days 00:00:00,0 days 00:00:00,
11404526,23-05-2023,0 days 09:30:00,0 days 00:00:00,
11406824,25-02-2024,0 days 17:30:00,0 days 09:00:00,27-02-2024
11407273,10-09-2022,0 days 17:30:00,0 days 12:45:00,12-09-2022
11414309,31-01-2023,0 days 10:15:00,0 days 13:45:00,31-01-2023
11416778,,0 days 00:00:00,0 days 00:00:00,
11418473,,0 days 00:00:00,0 days 00:00:00,
11419280,03-12-2023,0 days 14:45:00,0 days 00:00:00,
11421591,12-05-2023,0 days 12:00:00,0 days 10:15:00,13-05-2023
11422855,09-04-2023,0 days 15:00:00,0 days 11:30:00,11-04-2023
11426516,24-05-2023,0 days 13:00:00,0 days 15:00:00,26-05-2023
11432019,08-12-2022,0 days 16:15:00,0 days 14:30:00,09-12-2022
11432528,13-09-2023,0 days 17:30:00,0 days 00:00:00,
11434149,27-09-2023,0 days 16:00:00,0 days 15:15:00,29-09-2023
11436957,24-09-2022,0 days 09:15:00,0 days 13:00:00,25-09-2022
11439350,27-08-2023,0 days 15:00:00,0 days 14:45:00,29-08-2023
11441144,28-08-2022,0 days 10:45:00,0 days 09:30:00,30-08-2022
11442173,04-07-2022,0 days 12:45:00,0 days 17:00:00,04-07-2022
11443571,01-01-2024,0 days 17:30:00,0 days 12:00:00,03-01-2024
11445424,25-01-2023,0 days 17:30:00,0 days 14:00:00,27-01-2023
11447323,17-06-2022,0 days 17:00:00,0 days 16:45:00,19-06-2022
11448855,05-06-2022,0 days 16:30:00,0 days 15:00:00,05-06-2022
11457399,06-04-2022,0 days 13:45:00,0 days 15:15:00,06-04-2022
11458621,10-05-2022,0 days 14:30:00,0 days 16:30:00,11-05-2022
11463110,02-09-2023,0 days 10:00:00,0 days 00:00:00,
11469523,01-03-2022,0 days 12:30:00,0 days 11:15:00,03-03-2022
11469548,21-06-2022,0 days 09:00:00,0 days 11:30:00,23-06-2022
11469955,18-03-2023,0 days 10:15:00,0 days 00:00:00,
11477052,11-12-2022,0 days 14:30:00,0 days 17:00:00,12-12-2022
11479031,08-07-2022,0 days 10:45:00,0 days 14:45:00,09-07-2022
11483668,19-01-2023,0 days 12:00:00,0 days 17:45:00,20-01-2023
11487083,24-06-2023,0 days 13:15:00,0 days 11:00:00,26-06-2023
11488873,02-11-2023,0 days 17:30:00,0 days 15:00:00,02-11-2023
11490949,23-09-2023,0 days 10:45:00,0 days 12:15:00,25-09-2023
11491950,24-04-2022,0 days 11:00:00,0 days 17:30:00,25-04-2022
11495259,17-02-2023,0 days 15:15:00,0 days 12:45:00,17-02-2023
11496555,22-10-2022,0 days 14:45:00,0 days 17:45:00,22-10-2022
11500221,02-06-2023,0 days 10:00:00,0 days 14:30:00,04-06-2023
11502382,15-06-2022,0 days 11:30:00,0 days 14:30:00,15-06-2022
11503786,15-01-2023,0 days 09:30:00,0 days 12:45:00,15-01-2023
11504132,23-01-2022,0 days 11:00:00,0 days 12:15:00,25-01-2022
11504836,02-09-2023,0 days 17:15:00,0 days 11:30:00,02-09-2023
11509312,,0 days 00:00:00,0 days 00:00:00,
11511357,30-01-2024,0 days 09:30:00,0 days 13:45:00,30-01-2024
11513077,,0 days 00:00:00,0 days 00:00:00,
11516293,12-11-2022,0 days 11:45:00,0 days 10:00:00,13-11-2022
11517722,09-10-2022,0 days 14:45:00,0 days 15:15:00,11-10-2022
11522724,02-04-2022,0 days 09:00:00,0 days 10:30:00,02-04-2022
11523124,20-11-2023,0 days 15:30:00,0 days 00:00:00,
11530962,28-10-2023,0 days 12:15:00,0 days 11:15:00,30-10-2023
11533311,10-08-2023,0 days 09:30:00,0 days 10:15:00,11-08-2023
11534949,30-04-2023,0 days 13:15:00,0 days 00:00:00,
11539226,19-05-2023,0 days 10:00:00,0 days 13:45:00,20-05-2023
11546923,,0 days 00:00:00,0 days 00:00:00,
11547308,16-07-2023,0 days 13:30:00,0 days 09:15:00,18-07-2023
11548620,03-02-2022,0 days 11:15:00,0 days 16:45:00,03-02-2022
11550868,,0 days 00:00:00,0 days 00:00:00,
11551206,29-08-2022,0 days 15:30:00,0 days 11:00:00,31-08-2022
11553222,11-09-2024,0 days 13:30:00,0 days 09:15:00,12-09-2024
11554281,17-06-2022,0 days 13:00:00,0 days 10:30:00,19-06-2022
11555403,,0 days 00:00:00,0 days 00:00:00,
11558972,14-10-2023,0 days 16:45:00,0 days 00:00:00,
11562947,,0 days 00:00:00,0 days 00:00:00,
11565505,18-04-2022,0 days 11:15:00,0 days 11:00:00,20-04-2022
11566712,31-08-2022,0 days 15:00:00,0 days 09:00:00,31-08-2022
11568110,24-09-2023,0 days 17:15:00,0 days 14:00:00,24-09-2023
11568566,30-05-2022,0 days 13:30:00,0 days 16:45:00,31-05-2022
11570055,,0 days 00:00:00,0 days 00:00:00,
11576195,29-10-2023,0 days 10:00:00,0 days 00:00:00,
11577154,08-05-2023,0 days 11:45:00,0 days 00:00:00,
11586450,17-03-2022,0 days 16:00:00,0 days 11:00:00,19-03-2022
11586540,13-11-2022,0 days 16:00:00,0 days 11:45:00,14-11-2022
11588786,,0 days 00:00:00,0 days 00:00:00,
11590407,,0 days 00:00:00,0 days 00:00:00,
11590610,,0 days 00:00:00,0 days 00:00:00,
11598853,15-04-2023,0 days 16:15:00,0 days 13:00:00,15-04-2023
11599809,02-10-2023,0 days 09:45:00,0 days 00:00:00,
11602218,09-03-2024,0 days 10:00:00,0 days 11:45:00,11-03-2024
11603337,,0 days 00:00:00,0 days 00:00:00,
11604596,13-04-2023,0 days 09:45:00,0 days 00:00:00,
11605433,,0 days 00:00:00,0 days 00:00:00,
11608040,09-05-2023,0 days 15:15:00,0 days 13:45:00,10-05-2023
11608113,16-09-2022,0 days 11:30:00,0 days 15:15:00,16-09-2022
11610470,14-06-2023,0 days 12:15:00,0 days 00:00:00,
11613933,26-04-2023,0 days 11:45:00,0 days 00:00:00,
11614843,28-07-2022,0 days 12:00:00,0 days 12:30:00,29-07-2022
11623978,03-03-2022,0 days 12:30:00,0 days 13:30:00,03-03-2022
11624514,28-01-2024,0 days 09:30:00,0 days 17:00:00,28-01-2024
11626011,01-07-2022,0 days 16:45:00,0 days 16:30:00,01-07-2022
11626331,09-01-2022,0 days 16:15:00,0 days 14:45:00,11-01-2022
11632815,09-01-2022,0 days 09:45:00,0 days 10:15:00,10-01-2022
11636220,27-10-2022,0 days 15:30:00,0 days 17:45:00,28-10-2022
11638498,25-08-2023,0 days 10:45:00,0 days 14:00:00,27-08-2023
11638822,,0 days 00:00:00,0 days 00:00:00,
11640743,16-08-2024,0 days 10:15:00,0 days 16:15:00,17-08-2024
11642473,31-12-2023,0 days 15:45:00,0 days 10:00:00,01-01-2024
11649345,12-06-2024,0 days 12:00:00,0 days 15:45:00,14-06-2024
11655312,,0 days 00:00:00,0 days 00:00:00,
11655896,09-01-2022,0 days 16:15:00,0 days 15:45:00,11-01-2022
11657584,,0 days 00:00:00,0 days 00:00:00,
11658569,04-05-2023,0 days 10:15:00,0 days 12:15:00,04-05-2023
11658959,20-03-2023,0 days 15:45:00,0 days 00:00:00,
11658976,27-10-2022,0 days 17:00:00,0 days 12:30:00,29-10-2022
11660253,29-03-2022,0 days 14:30:00,0 days 09:30:00,30-03-2022
11660977,,0 days 00:00:00,0 days 00:00:00,
11668434,05-06-2023,0 days 16:30:00,0 days 00:00:00,
11671120,29-05-2023,0 days 12:30:00,0 days 00:00:00,
11671285,05-07-2022,0 days 17:15:00,0 days 15:00:00,05-07-2022
11672794,22-06-2023,0 days 15:30:00,0 days 00:00:00,
11677049,14-02-2022,0 days 12:00:00,0 days 17:00:00,16-02-2022
11680636,01-01-2023,0 days 15:15:00,0 days 10:45:00,02-01-2023
11684313,16-03-2024,0 days 16:45:00,0 days 00:00:00,
11686257,26-02-2023,0 days 14:15:00,0 days 09:30:00,28-02-2023
11688036,29-04-2023,0 days 17:00:00,0 days 12:15:00,30-04-2023
11690927,21-04-2023,0 days 09:30:00,0 days 17:15:00,21-04-2023
11691339,01-08-2023,0 days 15:45:00,0 days 17:45:00,02-08-2023
11691403,12-11-2022,0 days 12:00:00,0 days 13:30:00,13-11-2022
11692090,04-05-2023,0 days 10:30:00,0 days 10:00:00,04-05-2023
11693222,11-04-2022,0 days 09:45:00,0 days 17:15:00,11-04-2022
11693235,14-04-2023,0 days 11:00:00,0 days 00:00:00,
11695409,31-10-2023,0 days 12:30:00,0 days 11:30:00,31-10-2023
11698142,27-09-2023,0 days 09:15:00,0 days 00:00:00,
11704594,18-12-2022,0 days 10:45:00,0 days 16:15:00,18-12-2022
11704822,14-11-2023,0 days 11:45:00,0 days 09:45:00,16-11-2023
11707969,29-04-2022,0 days 14:15:00,0 days 09:15:00,01-05-2022
11708958,,0 days 00:00:00,0 days 00:00:00,
11709239,11-01-2022,0 days 16:00:00,0 days 12:30:00,12-01-2022
11711830,,0 days 00:00:00,0 days 00:00:00,
11722586,11-05-2023,0 days 14:30:00,0 days 00:00:00,
11724474,08-01-2024,0 days 12:15:00,0 days 00:00:00,
11726506,,0 days 00:00:00,0 days 00:00:00,
11726698,02-08-2022,0 days 10:30:00,0 days 16:30:00,03-08-2022
11734913,21-06-2023,0 days 16:30:00,0 days 16:00:00,22-06-2023
11739404,14-11-2023,0 days 11:15:00,0 days 00:00:00,
11739658,10-09-2023,0 days 14:15:00,0 days 00:00:00,
11740164,28-06-2023,0 days 11:00:00,0 days 00:00:00,
11744307,,0 days 00:00:00,0 days 00:00:00,
11747962,,0 days 00:00:00,0 days 00:00:00,
11748667,16-08-2023,0 days 10:45:00,0 days 12:45:00,18-08-2023
11750455,04-09-2024,0 days 11:45:00,0 days 13:00:00,06-09-2024
11756387,04-09-2022,0 days 16:15:00,0 days 10:45:00,05-09-2022
11757368,31-03-2023,0 days 16:15:00,0 days 10:30:00,02-04-2023
11759795,04-09-2023,0 days 12:45:00,0 days 09:45:00,05-09-2023
11763747,13-01-2022,0 days 17:00:00,0 days 13:00:00,13-01-2022
11768180,28-01-2023,0 days 15:45:00,0 days 17:00:00,30-01-2023
11770277,20-08-2022,0 days 12:00:00,0 days 10:45:00,20-08-2022
11771411,,0 days 00:00:00,0 days 00:00:00,
11772524,,0 days 00:00:00,0 days 00:00:00,
11777886,01-07-2022,0 days 15:15:00,0 days 17:30:00,01-07-2022
11781029,26-03-2022,0 days 13:30:00,0 days 13:15:00,26-03-2022
11787930,27-03-2023,0 days 16:00:00,0 days 17:30:00,29-03-2023
11790375,25-10-2023,0 days 17:30:00,0 days 10:15:00,26-10-2023
11797843,18-02-2024,0 days 17:45:00,0 days 13:30:00,18-02-2024
11804521,13-05-2022,0 days 13:15:00,0 days 14:15:00,13-05-2022
11806399,,0 days 00:00:00,0 days 00:00:00,
11812899,15-04-2022,0 days 15:00:00,0 days 14:15:00,16-04-2022
11813062,03-02-2024,0 days 16:30:00,0 days 17:15:00,05-02-2024
11814693,05-05-2023,0 days 15:00:00,0 days 00:00:00,
11818145,20-04-2022,0 days 13:45:00,0 days 12:30:00,22-04-2022
11818926,,0 days 00:00:00,0 days 00:00:00,
11819267,11-05-2023,0 days 17:45:00,0 days 09:45:00,11-05-2023
11826832,22-06-2023,0 days 10:00:00,0 days 11:45:00,22-06-2023
11830849,19-10-2022,0 days 11:45:00,0 days 15:15:00,20-10-2022
11832614,,0 days 00:00:00,0 days 00:00:00,
11833987,27-01-2024,0 days 11:15:00,0 days 15:15:00,27-01-2024
11844000,02-12-2024,0 days 10:15:00,0 days 15:30:00,02-12-2024
11847858,17-12-2023,0 days 17:30:00,0 days 14:45:00,19-12-2023
11849485,29-09-2022,0 days 17:45:00,0 days 09:30:00,29-09-2022
11851318,07-02-2022,0 days 14:15:00,0 days 09:30:00,09-02-2022
11851322,13-05-2022,0 days 09:30:00,0 days 11:30:00,14-05-2022
11851426,,0 days 00:00:00,0 days 00:00:00,
11864258,23-09-2023,0 days 17:30:00,0 days 13:30:00,23-09-2023
11865661,16-12-2023,0 days 10:00:00,0 days 16:30:00,18-12-2023
11865954,,0 days 00:00:00,0 days 00:00:00,
11867186,02-08-2022,0 days 10:45:00,0 days 09:15:00,04-08-2022
11868130,,0 days 00:00:00,0 days 00:00:00,
11868577,20-11-2023,0 days 15:30:00,0 days 16:15:00,22-11-2023
11868922,24-04-2023,0 days 10:30:00,0 days 16:00:00,24-04-2023
11868942,,0 days 00:00:00,0 days 00:00:00,
11872359,06-09-2022,0 days 15:00:00,0 days 11:30:00,08-09-2022
11877542,,0 days 00:00:00,0 days 00:00:00,
11877988,13-02-2024,0 days 09:45:00,0 days 09:45:00,13-02-2024
11880272,06-05-2022,0 days 11:15:00,0 days 13:15:00,07-05-2022
11883615,15-08-2023,0 days 12:15:00,0 days 17:15:00,15-08-2023
11883835,01-08-2022,0 days 11:00:00,0 days 14:45:00,02-08-2022
11885603,11-02-2022,0 days 12:45:00,0 days 17:30:00,12-02-2022
11887210,29-06-2023,0 days 13:45:00,0 days 00:00:00,
11888722,12-01-2022,0 days 14:45:00,0 days 13:00:00,14-01-2022
11894470,10-12-2022,0 days 14:00:00,0 days 15:30:00,10-12-2022
11894564,01-11-2022,0 days 12:45:00,0 days 09:15:00,02-11-2022
11896401,13-02-2024,0 days 11:45:00,0 days 11:45:00,14-02-2024
11900620,05-02-2023,0 days 10:45:00,0 days 16:00:00,06-02-2023
11904117,25-02-2022,0 days 16:45:00,0 days 15:00:00,26-02-2022
11906295,,0 days 00:00:00,0 days 00:00:00,
11906662,27-08-2022,0 days 15:45:00,0 days 13:30:00,27-08-2022
11907415,,0 days 00:00:00,0 days 00:00:00,
11913327,05-04-2022,0 days 14:30:00,0 days 12:45:00,06-04-2022
11914354,31-07-2024,0 days 14:15:00,0 days 15:15:00,31-07-2024
11914580,10-10-2023,0 days 17:00:00,0 days 11:15:00,10-10-2023
11916830,02-02-2023,0 days 10:45:00,0 days 12:45:00,02-02-2023
11919114,04-02-2024,0 days 09:00:00,0 days 14:45:00,05-02-2024
11922230,10-06-2022,0 days 17:45:00,0 days 17:00:00,10-06-2022
11925224,,0 days 00:00:00,0 days 00:00:00,
11925543,24-12-2023,0 days 14:30:00,0 days 00:00:00,
11926705,09-01-2022,0 days 10:00:00,0 days 11:00:00,09-01-2022
